adr
YMHAY US Equity
SMNNY US Equity
RYKKY US Equity
DQJCY US Equity
ZSHLY US Equity
SHMXY US Equity
OLYMY US Equity
SCRNY US Equity
HOCPY US Equity
CAJPY US Equity
NCBDY US Equity
TOPPY US Equity
DNPLY US Equity
ASCCY US Equity
NTDOY US Equity
ITOCY US Equity
MARUY US Equity
TYHOY US Equity
MITSY US Equity
TOELY US Equity
SSUMY US Equity
MTSUY US Equity
UNICY US Equity
SNROY US Equity
AONNY US Equity
SNLAY US Equity
MUFG US Equity
RSHGY US Equity
SUTNY US Equity
SMFG US Equity
CHBAY US Equity
MFG US Equity
IX US Equity
MIUFY US Equity
DSEEY US Equity
NMR US Equity
SMPNY US Equity
JPXGY US Equity
MSADY US Equity
DLICY US Equity
TKOMY US Equity
TDHOY US Equity
MTSFY US Equity
MITEY US Equity
SURYY US Equity
TOKUY US Equity
EJPRY US Equity
WJRYY US Equity
CJPRY US Equity
TKMTY US Equity
HNNKY US Equity
NPNYY US Equity
MSLOY US Equity
KAIKY US Equity
SGHDY US Equity
JAPSY US Equity
ALNPY US Equity
NTTYY US Equity
KDDIY US Equity
SOBKY US Equity
KAEPY US Equity
TKGSY US Equity
OSGSY US Equity
THCLY US Equity
CCOEY US Equity
SCSXY US Equity
SOMLY US Equity
KONMY US Equity
NCLTY US Equity
FRCOY US Equity
SFTBY US Equity
NGLOY US Equity
ABBNY US Equity
ASBFY US Equity
BUD US Equity
AAVMY US Equity
ACCYY US Equity
CRARY US Equity
ACSAY US Equity
ADRNY US Equity
ADDHY US Equity
AMIGY US Equity
ARRPY US Equity
ADDYY US Equity
ADYEY US Equity
ANYYY US Equity
AER US Equity
AEG US Equity
AGESY US Equity
ASHTY US Equity
AIQUY US Equity
AUKNY US Equity
AIBGY US Equity
EADSY US Equity
ARKAY US Equity
AKRBY US Equity
AKZOY US Equity
ALFVY US Equity
ALSMY US Equity
ALIZY US Equity
AMADY US Equity
AMVOY US Equity
ANZGY US Equity
ARGX US Equity
ASML US Equity
ARNNY US Equity
ASAZY US Equity
ASXFY US Equity
ATLKY US Equity
ATLCY US Equity
ATDRY US Equity
AVVIY US Equity
DUFRY US Equity
AZN US Equity
AZZRY US Equity
BAESY US Equity
JBAXY US Equity
FSTGY US Equity
BLHEY US Equity
BNNCY US Equity
BCS US Equity
BRRLY US Equity
BASFY US Equity
BTI US Equity
BAYRY US Equity
BBVA US Equity
BPCGY US Equity
BDRFY US Equity
BHP US Equity
BMXXY US Equity
BKRIY US Equity
BKNIY US Equity
BNCDY US Equity
BMWKY US Equity
DANOY US Equity
BNPQY US Equity
BNTGY US Equity
BZLFY US Equity
BDNNY US Equity
BP US Equity
BPXXY US Equity
BLSFY US Equity
BTGUY US Equity
BTDPY US Equity
BVVBY US Equity
BXBLY US Equity
CRRFY US Equity
CAIXY US Equity
CGEMY US Equity
CSXXY US Equity
CABGY US Equity
CMWAY US Equity
CRZBY US Equity
CCEP US Equity
CCHGY US Equity
CFRUY US Equity
CHKP US Equity
CLLNY US Equity
CPYYY US Equity
CHEOY US Equity
CLEGY US Equity
CLPBY US Equity
CTTAY US Equity
FNCDY US Equity
CMPGY US Equity
DVCMY US Equity
CMSQY US Equity
COIHY US Equity
CRH US Equity
AXAHY US Equity
CSLLY US Equity
CYBR US Equity
DNKEY US Equity
DBOEY US Equity
DBSDY US Equity
DCCPY US Equity
WILYY US Equity
VCISY US Equity
DEO US Equity
DELHY US Equity
DHLGY US Equity
SIETY US Equity
SRTOY US Equity
DNBBY US Equity
ISDAY US Equity
DSFIY US Equity
DSDVY US Equity
DASTY US Equity
DTEGY US Equity
DTRUY US Equity
EBKDY US Equity
EDNMY US Equity
EDPFY US Equity
EDRVY US Equity
ESLOY US Equity
ELEZY US Equity
ELMUY US Equity
EMSCY US Equity
BOUYY US Equity
ENLAY US Equity
ENGIY US Equity
E US Equity
SMNEY US Equity
GMVHY US Equity
ERNXY US Equity
EONGY US Equity
EPOAY US Equity
EPOBY US Equity
EQNR US Equity
ERIC US Equity
CEVMY US Equity
EVKIY US Equity
EVMNY US Equity
EVVTY US Equity
EXPGY US Equity
FNBKY US Equity
EFGSY US Equity
FMS US Equity
FSUGY US Equity
FOJCY US Equity
FSNUY US Equity
FUTU US Equity
ARZGY US Equity
SCCTY US Equity
GALDY US Equity
GLPEY US Equity
GBLBY US Equity
GBERY US Equity
GIGNY US Equity
GRPTY US Equity
GVDNY US Equity
GJNSY US Equity
SCGLY US Equity
GLNCY US Equity
GMAB US Equity
GRAB US Equity
GIKLY US Equity
GSK US Equity
HAGHY US Equity
HDLMY US Equity
HEINY US Equity
HKHHY US Equity
HLVTY US Equity
HENKY US Equity
HENOY US Equity
HXGBY US Equity
HKMPY US Equity
HALMY US Equity
HLN US Equity
HNNMY US Equity
HVRRY US Equity
THLLY US Equity
HLHLY US Equity
HCMLY US Equity
HSBC US Equity
IAUGY US Equity
ICAGY US Equity
IBDRY US Equity
IFNNY US Equity
IHG US Equity
TGOPY US Equity
IMBBY US Equity
IMCDY US Equity
IDTRY US Equity
IFJPY US Equity
ING US Equity
INPOY US Equity
IPSEY US Equity
ISNPY US Equity
IKTSY US Equity
IDEXY US Equity
JDSPY US Equity
JDEPY US Equity
JRONY US Equity
KBCSY US Equity
KNRRY US Equity
KPELY US Equity
PPRUY US Equity
KKOYY US Equity
KGFHY US Equity
KNYJY US Equity
KHNGY US Equity
KBGGY US Equity
KKPNY US Equity
KGSPY US Equity
KRYAY US Equity
LDSCY US Equity
FINMY US Equity
LGMMY US Equity
LGGNY US Equity
DLAKY US Equity
KLPPY US Equity
LFCBY US Equity
CHLSY US Equity
LYG US Equity
LZAGY US Equity
LOTBY US Equity
LGRDY US Equity
LNSTY US Equity
AMKBY US Equity
MDIBY US Equity
MBGYY US Equity
LVMUY US Equity
MREGY US Equity
OUKPY US Equity
MAKSY US Equity
MGDDY US Equity
MONDY US Equity
MNDY US Equity
MGPFY US Equity
MONRY US Equity
MHGVY US Equity
MDBKY US Equity
MQBKY US Equity
MKKGY US Equity
MROSY US Equity
MTUAY US Equity
MURGY US Equity
NABZY US Equity
NRDBY US Equity
NEMKY US Equity
NSRGY US Equity
NTOIY US Equity
NEXXY US Equity
NGG US Equity
NHYDY US Equity
NIABY US Equity
NICE US Equity
NNGRY US Equity
NOK US Equity
NVS US Equity
NVO US Equity
NVZMY US Equity
NVMI US Equity
NWG US Equity
NXGPY US Equity
OVCHY US Equity
OMVKY US Equity
LRLCY US Equity
ORANY US Equity
OGFGY US Equity
ORKLY US Equity
ORINY US Equity
DNNGY US Equity
DRPRY US Equity
POAHY US Equity
PHG US Equity
PMDIY US Equity
PNDRY US Equity
BKHYY US Equity
PUK US Equity
PROSY US Equity
PRYMY US Equity
PSO US Equity
PUBGY US Equity
QABSY US Equity
QBIEY US Equity
QGEN US Equity
RATIY US Equity
RACE US Equity
RANJY US Equity
RPGRY US Equity
RICFY US Equity
RDEIY US Equity
RELX US Equity
REPYY US Equity
RNMBY US Equity
PRNDY US Equity
RIO US Equity
RBGLY US Equity
HESAY US Equity
RNLSY US Equity
RCWBY US Equity
RHHBY US Equity
RYCEY US Equity
RTO US Equity
RWEOY US Equity
RXEEY US Equity
RYAAY US Equity
SOUHY US Equity
SAABY US Equity
BNDSY US Equity
SAFRY US Equity
SAGXY US Equity
SALRY US Equity
SAXPY US Equity
SNY US Equity
SAN US Equity
SDVKY US Equity
SAP US Equity
JSAIY US Equity
SCABY US Equity
SHNDY US Equity
SCMWY US Equity
SDZNY US Equity
SE US Equity
SCTBY US Equity
SGPYY US Equity
CODYY US Equity
SGSOY US Equity
SPXCY US Equity
SVNLY US Equity
SHEL US Equity
SKHHY US Equity
SMMNY US Equity
SINGY US Equity
SIEGY US Equity
SIGCY US Equity
SXYAY US Equity
SKBSY US Equity
SKFRY US Equity
SZLMY US Equity
SMGZY US Equity
SNN US Equity
SWOBY US Equity
SONVY US Equity
SPOT US Equity
SWPMY US Equity
SPXSY US Equity
SSREY US Equity
SNMRY US Equity
SOAGY US Equity
SSEZY US Equity
SGAPY US Equity
SCBFY US Equity
SGGKY US Equity
SEOAY US Equity
STLA US Equity
SAUHY US Equity
SSLZY US Equity
SBGSY US Equity
SNMCY US Equity
STRNY US Equity
SDXAY US Equity
SWDBY US Equity
SYIEY US Equity
SYNSY US Equity
TEF US Equity
TELNY US Equity
TLTZY US Equity
TLSNY US Equity
TS US Equity
TLPFY US Equity
TEVA US Equity
TIIAY US Equity
TLGPY US Equity
TLLXY US Equity
TBABY US Equity
TEZNY US Equity
TGVSY US Equity
TSCDY US Equity
TTE US Equity
UBS US Equity
UCBJY US Equity
UNCRY US Equity
SWGAY US Equity
UL US Equity
UNVGY US Equity
UFGSY US Equity
UOVEY US Equity
UPMMY US Equity
URMCY US Equity
UUGRY US Equity
VACNY US Equity
OEZVY US Equity
VEOEY US Equity
VONOY US Equity
VOD US Equity
VLVLY US Equity
VWAPY US Equity
VWDRY US Equity
WBKCY US Equity
WDS US Equity
WFAFY US Equity
WLMIY US Equity
WIZEY US Equity
WIX US Equity
WTKWY US Equity
WPP US Equity
WRTBY US Equity
WTBDY US Equity
WIGBY US Equity
XERYY US Equity
YARIY US Equity
YGSHY US Equity
ZLNDY US Equity
ZURVY US Equity
