id,shares,source,sedol,name,as_of_date,currency,country,adr,adr_price,adr_turnover,turnover_usd,exchange,ratio,price_usd
601225 CH Equity,141500.0,ETF,BJ3WDM8,Shaanxi Coal Industry Co Ltd,2025-09-25,CNY,CHINA,,,,136096044.17910448,XSHG,,2.86759
601229 CH Equity,369800.0,ETF,BD5BP36,Bank of Shanghai Co Ltd,2025-09-25,CNY,CHINA,,,,92916448.35820895,XSHG,,1.2544
601288 CH Equity,1558900.0,ETF,B620Y41,Agricultural Bank of China Ltd,2025-09-25,CNY,CHINA,,,,455329043.2835821,XSHG,,0.92643
601318 CH Equity,193500.0,ETF,B1SVWB6,Ping An Insurance Group Co of,2025-09-25,CNY,CHINA,,,,507729888.0597015,XSHG,,7.7212
601328 CH Equity,1116700.0,ETF,B1W9Z06,Bank of Communications Co Ltd,2025-09-25,CNY,CHINA,,,,192187873.73134327,XSHG,,0.96007
601398 CH Equity,1178991.0,ETF,B1G2JY3,Industrial & Commercial Bank o,2025-09-25,CNY,CHINA,,,,416419170.1492537,XSHG,,1.03435
601601 CH Equity,127097.0,ETF,B29WFR2,China Pacific Insurance Group,2025-09-25,CNY,CHINA,,,,176418957.76119402,XSHG,,4.87323
601628 CH Equity,76900.0,ETF,B1LBS82,China Life Insurance Co Ltd,2025-09-25,CNY,CHINA,,,,95610586.86567163,XSHG,,5.32593
601658 CH Equity,1020500.0,ETF,BKDQFP4,Postal Savings Bank of China C,2025-09-25,CNY,CHINA,,,,157344010.8955224,XSHG,,0.83813
601668 CH Equity,670877.0,ETF,B3Y6LV2,China State Construction Engin,2025-09-25,CNY,CHINA,,,,180590285.37313432,XSHG,,0.76665
601689 CH Equity,44080.0,ETF,BW9LDX1,Ningbo Tuopu Group Co Ltd,2025-09-25,CNY,CHINA,,,,428081395.52238804,XSHG,,10.91256
601727 CH Equity,318600.0,ETF,B3FJ9X8,Shanghai Electric Group Co Ltd,2025-09-25,CNY,CHINA,,,,326839448.0597015,XSHG,,1.36792
601766 CH Equity,372500.0,ETF,B3CPT84,CRRC Corp Ltd,2025-09-25,CNY,CHINA,,,,101715623.88059701,XSHG,,1.03575
601816 CH Equity,1055300.0,ETF,BKSWRZ1,Beijing-Shanghai High Speed Ra,2025-09-25,CNY,CHINA,,,,104845984.62686567,XSHG,,0.73162
601818 CH Equity,1264800.0,ETF,B53SCQ5,China Everbright Bank Co Ltd,2025-09-25,CNY,CHINA,,,,122369812.23880596,XSHG,,0.48214
601825 CH Equity,174400.0,ETF,BP5D4M8,Shanghai Rural Commercial Bank,2025-09-25,CNY,CHINA,,,,34682059.55223881,XSHG,,1.20815
601857 CH Equity,349400.0,ETF,B28SLD9,PetroChina Co Ltd,2025-09-25,CNY,CHINA,PTCCY US Equity,,,179002728.9552239,XSHG,,1.14087
601881 CH Equity,260600.0,ETF,BYVJP97,China Galaxy Securities Co Ltd,2025-09-25,CNY,CHINA,,,,158179528.0597015,XSHG,,2.38826
601888 CH Equity,48692.0,ETF,B42G7J1,China Tourism Group Duty Free,2025-09-25,CNY,CHINA,CTGCY US Equity,,,260501466.41791046,XSHG,,9.83195
601899 CH Equity,320600.0,ETF,B2QZ4S8,Zijin Mining Group Co Ltd,2025-09-25,CNY,CHINA,,,,630028204.4776119,XSHG,,3.82206
601901 CH Equity,196500.0,ETF,B3Y2110,Founder Securities Co Ltd,2025-09-25,CNY,CHINA,,,,108197792.68656716,XSHG,,1.12686
601939 CH Equity,359700.0,ETF,B24G126,China Construction Bank Corp,2025-09-25,CNY,CHINA,,,,162033290.74626866,XSHG,,1.22356
601985 CH Equity,465400.0,ETF,BYL7784,China National Nuclear Power C,2025-09-25,CNY,CHINA,,,,129011838.20895523,XSHG,,1.19413
601988 CH Equity,580600.0,ETF,B180B49,Bank of China Ltd,2025-09-25,CNY,CHINA,,,,246308586.56716418,XSHG,,0.73442
6030 HK Equity,422025.0,ETF,B6SPB49,CITIC Securities Co Ltd,2025-09-25,HKD,CHINA,CIIHY US Equity,35.06,11959.388461538461,79031095.45454545,XHKG,0.0001513251004905642,3.49529
603259 CH Equity,85359.0,ETF,BFXNP16,WuXi AppTec Co Ltd,2025-09-25,CNY,CHINA,,,,771837826.8656716,XSHG,,15.04997
603288 CH Equity,125621.0,ETF,BJ3KJC4,Foshan Haitian Flavouring & Fo,2025-09-25,CNY,CHINA,,,,91606820.4477612,XSHG,,5.41003
603501 CH Equity,26900.0,ETF,BZ07VX5,OmniVision Integrated Circuits,2025-09-25,CNY,CHINA,,,,425477131.3432836,XSHG,,21.11732
603893 CH Equity,11900.0,ETF,BKS7JF0,Rockchip Electronics Co Ltd,2025-09-25,CNY,CHINA,,,,341452225.3731343,XSHG,,31.8645
603993 CH Equity,349400.0,ETF,B8P39Z7,CMOC Group Ltd,2025-09-25,CNY,CHINA,,,,359604271.64179105,XSHG,,1.94397
605499 CH Equity,13520.0,ETF,BL6MFQ7,Eastroc Beverage Group Co Ltd,2025-09-25,CNY,CHINA,,,,88092663.43283582,XSHG,,40.10988
6098 JP Equity,336800.0,ETF,BQRRZ00,Recruit Holdings Co Ltd,2025-09-25,JPY,JAPAN,RCRUY US Equity,10.75,4042157.8615384614,256475269.84126985,XTKS,0.015760419568093702,53.54783
6146 JP Equity,23300.0,ETF,6270948,Disco Corp,2025-09-25,JPY,JAPAN,DSCSY US Equity,31.7,2421898.4430769235,1354312733.3333333,XTKS,0.0017882859574951868,335.42488
6160 HK Equity,206534.0,ETF,BVDKGC7,BeOne Medicines Ltd,2025-09-25,HKD,UNITED STATES,ONC US Equity,330.2,110395092.76923077,149324636.36363637,XHKG,0.7392959089509911,25.68781
6178 JP Equity,447500.0,ETF,BYT8143,Japan Post Holdings Co Ltd,2025-09-25,JPY,JAPAN,JPPHY US Equity,10.0,5137.842115384615,51217560.952380955,XTKS,0.0001003140723581405,9.90588
6181 HK Equity,6200.0,ETF,BS854D3,Laopu Gold Co Ltd,2025-09-25,HKD,CHINA,LPGCY US Equity,9.02,4916.3046875,170307755.0,XHKG,2.8867180402325192e-05,90.85185
6186 HK Equity,1185000.0,ETF,BK0SBL1,China Feihe Ltd,2025-09-25,HKD,CHINA,CFEIY US Equity,4.9,1123.9660714285715,24894091.666666668,XHKG,4.514991293832056e-05,0.49731
6201 JP Equity,42200.0,ETF,6900546,Toyota Industries Corp,2025-09-25,JPY,JAPAN,TYIDY US Equity,114.8636,285600.06153846154,60063616.03174603,XTKS,0.004754959498068023,111.60804
6273 JP Equity,14700.0,ETF,6763965,SMC Corp,2025-09-25,JPY,JAPAN,SMCAY US Equity,15.1075,10059489.276923077,111717342.85714285,XTKS,0.09004411508235138,295.30739
6301 JP Equity,229300.0,ETF,6496584,Komatsu Ltd,2025-09-25,JPY,JAPAN,KMTUY US Equity,34.401,6169915.370769232,108152538.8888889,XTKS,0.05704827121171818,35.77198
6326 JP Equity,248100.0,ETF,6497509,Kubota Corp,2025-09-25,JPY,JAPAN,KUBTY US Equity,62.712,948590.416923077,45674778.88888889,XTKS,0.020768363635227945,12.66271
6367 JP Equity,68600.0,ETF,6250724,Daikin Industries Ltd,2025-09-25,JPY,JAPAN,DKILY US Equity,11.58,3550735.993846154,150437982.06349206,XTKS,0.023602656358070347,115.17923
6383 JP Equity,82900.0,ETF,6250025,Daifuku Co Ltd,2025-09-25,JPY,JAPAN,DFKCY US Equity,15.715,406821.7738461538,42741123.015873015,XTKS,0.009518275261393344,31.6868
6409 TT Equity,20000.0,ETF,B96HCH8,Voltronic Power Technology Cor,2025-09-25,TWD,TAIWAN,,,,16135153.328358209,XTAI,,30.94409
6415 TT Equity,100000.0,ETF,BH4DMW9,Silergy Corp,2025-09-25,TWD,CHINA,,,,22730492.179104477,XTAI,,8.86933
6446 TT Equity,82120.0,ETF,BJTCKZ4,PharmaEssentia Corp,2025-09-25,TWD,TAIWAN,,,,34755979.85074627,XTAI,,17.04881
6479 JP Equity,101600.0,ETF,6642406,MINEBEA MITSUMI Inc,2025-09-25,JPY,JAPAN,MINBY US Equity,19.14,42265.42078125,27667500.15873016,XTKS,0.0015276197899618928,18.8906
6488 TT Equity,71000.0,ETF,BS7JP33,Globalwafers Co Ltd,2025-09-25,TWD,TAIWAN,,,,62963284.58208955,ROCO,,16.06333
6501 JP Equity,1149400.0,ETF,6429104,Hitachi Ltd,2025-09-25,JPY,JAPAN,HTHIY US Equity,26.5,8514312.169230768,358439911.1111111,XTKS,0.023753806161924466,26.90074
6503 JP Equity,486500.0,ETF,6597045,Mitsubishi Electric Corp,2025-09-25,JPY,JAPAN,MIELY US Equity,50.892,3047703.596923077,120093924.76190476,XTKS,0.02537766671349428,25.50564
6504 JP Equity,34100.0,ETF,6356365,Fuji Electric Co Ltd,2025-09-25,JPY,JAPAN,FELTY US Equity,16.825,218568.70292307693,44361465.396825396,XTKS,0.004926994655562442,65.33609
656 HK Equity,643500.0,ETF,B1Z7FX0,Fosun International Ltd,2025-09-25,HKD,CHINA,FOSUY US Equity,15.14,1911.9450000000004,10448055.21060606,XHKG,0.0001829953002219151,0.69135
6586 JP Equity,62900.0,ETF,6555805,Makita Corp,2025-09-25,JPY,JAPAN,MKTAY US Equity,32.702,637209.7106153846,25927468.253968254,XTKS,0.024576626779510502,32.52787
6594 JP Equity,211800.0,ETF,6640682,NIDEC CORP,2025-09-25,JPY,JAPAN,NJDCY US Equity,4.25,1121111.9815384615,133800353.8095238,XTKS,0.008378991158233108,17.77251
66 HK Equity,416500.0,ETF,6290054,MTR Corp Ltd,2025-09-25,HKD,HONG KONG,MTCPY US Equity,10.1,1199.2080392156863,21350779.803030305,XHKG,5.6166943328481305e-05,3.38735
6618 HK Equity,317300.0,ETF,BMW8R04,JD Health International Inc,2025-09-25,HKD,CHINA,JDHIY US Equity,9.08,11539.549,73000466.36363636,XHKG,0.00015807500382967668,8.66112
6669 TT Equity,29000.0,ETF,BF4QXG5,Wiwynn Corp,2025-09-25,TWD,TAIWAN,,,,184462495.97014925,XTAI,,101.66875
669 HK Equity,362000.0,ETF,B0190C7,Techtronic Industries Co Ltd,2025-09-25,HKD,HONG KONG,TTNDY US Equity,63.26,2169449.3430769234,52494389.09090909,XHKG,0.0413272614587418,12.5869
6690 HK Equity,662200.0,ETF,BLD4QD0,Haier Smart Home Co Ltd,2025-09-25,HKD,CHINA,HSHCY US Equity,13.098,571245.2446153846,55069013.78787879,XHKG,0.010373260847121273,3.22029
6701 JP Equity,326900.0,ETF,6640400,NEC Corp,2025-09-25,JPY,JAPAN,NECPY US Equity,16.0,6021.25,125423386.34920634,XTKS,4.800739459573762e-05,31.6601
6702 JP Equity,440300.0,ETF,6356945,Fujitsu Ltd,2025-09-25,JPY,JAPAN,FJTSY US Equity,23.695,4550495.338461539,119593605.23809524,XTKS,0.03804965432225325,24.30412
6723 JP Equity,429200.0,ETF,6635677,Renesas Electronics Corp,2025-09-25,JPY,JAPAN,RNECY US Equity,5.87,3604337.9846153846,154902407.93650794,XTKS,0.02326844387140028,12.52253
6752 JP Equity,584000.0,ETF,6572707,Panasonic Holdings Corp,2025-09-25,JPY,JAPAN,PCRHY US Equity,10.87,2020617.8753846155,81146814.28571428,XTKS,0.024900766507852185,11.18417
6758 JP Equity,1546200.0,ETF,6821506,Sony Group Corp,2025-09-25,JPY,JAPAN,SONY US Equity,29.0551,109455176.3076923,355622455.5555556,XTKS,0.3077847717369275,29.77104
6762 JP Equity,490500.0,ETF,6869302,TDK Corp,2025-09-25,JPY,JAPAN,TTDKY US Equity,14.3745,988420.5384615385,101608097.61904761,XTKS,0.00972777329388999,14.30479
6823 HK Equity,910000.0,ETF,B4TXDZ3,HKT Trust & HKT Ltd,2025-09-25,HKD,HONG KONG,HKTTY US Equity,12.79,18907.19451612903,12826332.409090908,XHKG,0.0014740920407402037,1.45466
6841 JP Equity,61400.0,ETF,6986427,Yokogawa Electric Corp,2025-09-25,JPY,JAPAN,YOKEY US Equity,58.88,17811.034117647057,19661987.333333332,XTKS,0.0009058613361759054,28.83653
6857 JP Equity,192200.0,ETF,6870490,Advantest Corp,2025-09-25,JPY,JAPAN,ATEYY US Equity,103.1,12327516.73846154,1024146590.4761904,XTKS,0.012036867430012824,100.32708
6861 JP Equity,48600.0,ETF,6490995,Keyence Corp,2025-09-25,JPY,JAPAN,,,,261782082.53968254,XTKS,,369.66825
6862 HK Equity,529000.0,ETF,BGN9715,Haidilao International Holding,2025-09-25,HKD,CHINA,,,,51038873.333333336,XHKG,,1.61272
6869 JP Equity,121600.0,ETF,6883807,Sysmex Corp,2025-09-25,JPY,JAPAN,SSMXY US Equity,12.45,1986188.236923077,31779250.15873016,XTKS,0.06249953120361608,12.25552
688 HK Equity,945000.0,ETF,6192150,China Overseas Land & Investme,2025-09-25,HKD,HONG KONG,CAOVY US Equity,9.02,18728.948615384616,35866527.72727273,XHKG,0.0005221846050389543,1.77206
688012 CH Equity,14200.0,ETF,BJHFJW5,Advanced Micro-Fabrication Equ,2025-09-25,CNY,CHINA,,,,375426335.8208955,XSHG,,40.36497
688036 CH Equity,36640.0,ETF,BKF2SW8,Shenzhen Transsion Holdings Co,2025-09-25,CNY,CHINA,,,,126033997.76119404,XSHG,,14.46411
688041 CH Equity,35544.0,ETF,BMZNGH6,Hygon Information Technology C,2025-09-25,CNY,CHINA,,,,971392280.5970149,XSHG,,37.55063
6881 HK Equity,835500.0,ETF,B92NYF2,China Galaxy Securities Co Ltd,2025-09-25,HKD,CHINA,CGXYY US Equity,41.69,4718.542857142858,74764489.6969697,XHKG,6.311208537994083e-05,1.34928
688111 CH Equity,11000.0,ETF,BL2FY85,Beijing Kingsoft Office Softwa,2025-09-25,CNY,CHINA,,,,251576916.11940297,XSHG,,44.64533
688256 CH Equity,8600.0,ETF,BLN7Y24,Cambricon Technologies Corp Lt,2025-09-25,CNY,CHINA,,,,1599645370.1492538,XSHG,,194.35311
688271 CH Equity,20344.0,ETF,BN47MR8,Shanghai United Imaging Health,2025-09-25,CNY,CHINA,,,,110560707.31343284,XSHG,,20.84822
688303 CH Equity,78600.0,ETF,BMXKRH6,Xinjiang Daqo New Energy Co Lt,2025-09-25,CNY,CHINA,,,,97920621.19402985,XSHG,,4.06593
688396 CH Equity,40200.0,ETF,BJQTSD2,China Resources Microelectroni,2025-09-25,CNY,CHINA,,,,69351618.20895523,XSHG,,7.59506
688506 CH Equity,3176.0,ETF,BM9ZB95,Sichuan Biokin Pharmaceutical,2025-09-25,CNY,CHINA,,,,59479854.62686567,XSHG,,53.0491
688578 CH Equity,6800.0,ETF,BN4L2N6,Shanghai Allist Pharmaceutical,2025-09-25,CNY,CHINA,,,,78168471.19402985,XSHG,,15.4382
6886 HK Equity,348400.0,ETF,BWVFT00,Huatai Securities Co Ltd,2025-09-25,HKD,CHINA,,,,37241959.40909091,XHKG,,2.41072
688617 CH Equity,2230.0,ETF,BM8NV89,APT Medical Inc,2025-09-25,CNY,CHINA,,,,49236563.28358209,XSHG,,45.07561
6902 JP Equity,439700.0,ETF,6640381,Denso Corp,2025-09-25,JPY,JAPAN,DNZOY US Equity,14.69,687701.0384615386,89374562.38095239,XTKS,0.007694594749793173,14.77538
6919 TT Equity,255000.0,ETF,BPDZ051,Caliway Biopharmaceuticals Co,2025-09-25,TWD,TAIWAN,,,,158249176.55737704,XTAI,,6.17568
6920 JP Equity,22100.0,ETF,6506267,Lasertec Corp,2025-09-25,JPY,JAPAN,LSRCY US Equity,27.25,946464.4692307692,1170848231.7460318,XTKS,0.000808357943897947,143.71538
6954 JP Equity,235900.0,ETF,6356934,FANUC Corp,2025-09-25,JPY,JAPAN,FANUY US Equity,14.44,4440530.769230769,104195238.41269842,XTKS,0.042617405909112976,28.64295
696 HK Equity,444000.0,ETF,6321954,TravelSky Technology Ltd,2025-09-25,HKD,CHINA,TSYHY US Equity,13.2,23030.28476923077,11783906.0,XHKG,0.001954384630124406,1.35057
6969 HK Equity,536000.0,ETF,BKWGSQ7,Smoore International Holdings,2025-09-25,HKD,CHINA,SMHRY US Equity,,,58437623.78787879,XHKG,,2.19741
6971 JP Equity,323000.0,ETF,6499260,Kyocera Corp,2025-09-25,JPY,JAPAN,KYOCY US Equity,13.709,532543.3076923076,58794633.333333336,XTKS,0.009057685667892154,13.60724
6981 JP Equity,413100.0,ETF,6610403,Murata Manufacturing Co Ltd,2025-09-25,JPY,JAPAN,MRAAY US Equity,9.36,2694920.846153846,98260753.96825397,XTKS,0.027426217867456214,18.69034
6988 JP Equity,171400.0,ETF,6641801,Nitto Denko Corp,2025-09-25,JPY,JAPAN,NDEKY US Equity,23.53,810213.2692307692,55711872.6984127,XTKS,0.014542919309439283,23.06255
6990 HK Equity,12300.0,ETF,BPXZ192,Sichuan Kelun-Biotech Biopharm,2025-09-25,HKD,CHINA,,,,44576149.09090909,XHKG,,65.27969
700 HK Equity,1619400.0,ETF,BMMV2K8,Tencent Holdings Ltd,2025-09-25,HKD,CHINA,TCEHY US Equity,85.187,124288861.23076923,1384349098.4848485,XHKG,0.08978144412186329,83.52716
7011 JP Equity,808200.0,ETF,6597067,Mitsubishi Heavy Industries Lt,2025-09-25,JPY,JAPAN,MHVIY US Equity,26.6205,10226854.784615384,770935953.968254,XTKS,0.013265505042247014,25.68587
7012 JP Equity,37200.0,ETF,6484620,Kawasaki Heavy Industries Ltd,2025-09-25,JPY,JAPAN,KWHIY US Equity,27.135,933782.5430769229,356892911.1111111,XTKS,0.002616422220799475,65.08244
7013 JP Equity,271600.0,ETF,6466985,IHI Corp,2025-09-25,JPY,JAPAN,IHICY US Equity,29.6145,170694.044,418127720.63492066,XTKS,0.0004082342202540498,117.78253
7181 JP Equity,50200.0,ETF,BYT8154,Japan Post Insurance Co Ltd,2025-09-25,JPY,JAPAN,JPNPY US Equity,,,22059938.095238097,XTKS,,27.57493
7182 JP Equity,455500.0,ETF,BYT8165,Japan Post Bank Co Ltd,2025-09-25,JPY,JAPAN,JPPTY US Equity,13.75,10315.643888888888,93464749.04761904,XTKS,0.00011036935308768875,12.19211
7186 JP Equity,265700.0,ETF,BD97JW7,Concordia Financial Group Ltd,2025-09-25,JPY,JAPAN,CRDIY US Equity,20.89,9067.856875,24719198.253968254,XTKS,0.00036683458669798513,7.74982
7201 JP Equity,572400.0,ETF,6642860,Nissan Motor Co Ltd,2025-09-25,JPY,JAPAN,NSANY US Equity,4.972,1051850.4092307691,90641855.3968254,XTKS,0.011604466883713069,2.54923
7202 JP Equity,128700.0,ETF,6467104,Isuzu Motors Ltd,2025-09-25,JPY,JAPAN,ISUZY US Equity,12.74,688994.656923077,35434103.96825397,XTKS,0.01944439338836843,13.12329
7203 JP Equity,2376300.0,ETF,6900643,Toyota Motor Corp,2025-09-25,JPY,JAPAN,TM US Equity,196.5588,70991594.15384616,528872712.6984127,XTKS,0.13423190958677575,19.76837
7259 JP Equity,133000.0,ETF,6010702,Aisin Corp,2025-09-25,JPY,JAPAN,ASEKY US Equity,17.22,8810.327647058824,38885540.0,XTKS,0.00022657079333497296,17.17843
7267 JP Equity,996200.0,ETF,6435145,Honda Motor Co Ltd,2025-09-25,JPY,JAPAN,HMC US Equity,31.73,30621045.384615384,191546544.92063493,XTKS,0.15986216508004808,11.0807
7269 JP Equity,378600.0,ETF,6865504,Suzuki Motor Corp,2025-09-25,JPY,JAPAN,SZKMY US Equity,59.27,3060426.476923077,88195783.96825397,XTKS,0.03470037159627354,14.68527
7270 JP Equity,147000.0,ETF,6356406,Subaru Corp,2025-09-25,JPY,JAPAN,FUJHY US Equity,10.357,1054140.556923077,69158323.96825397,XTKS,0.015242424865688813,20.83973
7272 JP Equity,225800.0,ETF,6985264,Yamaha Motor Co Ltd,2025-09-25,JPY,JAPAN,YMHAY US Equity,15.0081,51975.28507692308,42948717.777777776,XTKS,0.0012101708215330183,7.48949
7309 JP Equity,20100.0,ETF,6804820,Shimano Inc,2025-09-25,JPY,JAPAN,SMNNY US Equity,11.13,1899294.3169230768,50124380.0,XTKS,0.03789162712682086,111.47454
7453 JP Equity,122200.0,ETF,6758455,Ryohin Keikaku Co Ltd,2025-09-25,JPY,JAPAN,RYKKY US Equity,10.72,41859.701230769235,448176838.4126984,XTKS,9.339996546680804e-05,20.14552
7532 JP Equity,487500.0,ETF,6269861,Pan Pacific International Hold,2025-09-25,JPY,JAPAN,DQJCY US Equity,32.72,946769.3215384615,64095400.31746032,XTKS,0.014771252177990543,32.8683
7550 JP Equity,24800.0,ETF,6042608,Zensho Holdings Co Ltd,2025-09-25,JPY,JAPAN,,,,42549322.222222224,XTKS,,66.48421
763 HK Equity,243600.0,ETF,B04KP88,ZTE Corp,2025-09-25,HKD,CHINA,,,,126244489.39393939,XHKG,,4.54902
7701 JP Equity,65100.0,ETF,6804369,Shimadzu Corp,2025-09-25,JPY,JAPAN,SHMXY US Equity,12.7,3620.8881250000004,18994285.365079366,XTKS,0.00019063039516384938,24.77138
772 HK Equity,121000.0,ETF,BYP71J9,China Literature Ltd,2025-09-25,HKD,CHINA,CHLLY US Equity,,5120.0,33756276.72727273,XHKG,0.00015167549553423928,5.17868
7733 JP Equity,302600.0,ETF,6658801,Olympus Corp,2025-09-25,JPY,JAPAN,OLYMY US Equity,12.4892,1266072.2615384615,59241150.15873016,XTKS,0.021371500353152495,12.59929
7735 JP Equity,21100.0,ETF,6251028,SCREEN Holdings Co Ltd,2025-09-25,JPY,JAPAN,SCRNY US Equity,,,128923798.73015873,XTKS,,93.68534
7741 JP Equity,87700.0,ETF,6441506,Hoya Corp,2025-09-25,JPY,JAPAN,HOCPY US Equity,137.9,3728663.5384615385,146647967.6190476,XTKS,0.02542594758726977,137.84127
7751 JP Equity,223200.0,ETF,6172323,Canon Inc,2025-09-25,JPY,JAPAN,CAJPY US Equity,29.235,1933768.3523076924,108587782.6984127,XTKS,0.01780834182495891,29.43729
780 HK Equity,336800.0,ETF,BGM5R25,Tongcheng Travel Holdings Ltd,2025-09-25,HKD,CHINA,,,,31997526.060606062,XHKG,,2.94016
7832 JP Equity,152200.0,ETF,B0JDQD4,Bandai Namco Holdings Inc,2025-09-25,JPY,JAPAN,NCBDY US Equity,16.45,559089.5276923077,75903786.34920634,XTKS,0.00736576598590399,32.42107
788 HK Equity,1100000.0,ETF,BTVMCY5,China Tower Corp Ltd,2025-09-25,HKD,CHINA,CTOWY US Equity,,,31045052.727272727,XHKG,,1.47265
7911 JP Equity,60500.0,ETF,6897024,TOPPAN Holdings Inc,2025-09-25,JPY,JAPAN,TOPPY US Equity,11.9328,5785.357230769231,28331267.46031746,XTKS,0.0002042039678906905,25.95287
7912 JP Equity,113400.0,ETF,6250906,Dai Nippon Printing Co Ltd,2025-09-25,JPY,JAPAN,DNPLY US Equity,8.558,69186.19507692306,18210285.666666668,XTKS,0.0037992921332127222,16.9715
7936 JP Equity,176900.0,ETF,6057378,Asics Corp,2025-09-25,JPY,JAPAN,ASCCY US Equity,26.4425,473727.99692307686,114406110.95238096,XTKS,0.00414075780550093,25.98625
7974 JP Equity,276800.0,ETF,6639550,Nintendo Co Ltd,2025-09-25,JPY,JAPAN,NTDOY US Equity,21.59,35560551.2,424291090.47619045,XTKS,0.08381168494509202,85.67519
8001 JP Equity,299600.0,ETF,6467803,ITOCHU Corp,2025-09-25,JPY,JAPAN,ITOCY US Equity,115.385,3516042.6923076925,146231472.3809524,XTKS,0.024044363604217394,57.43942
8002 JP Equity,356900.0,ETF,6569464,Marubeni Corp,2025-09-25,JPY,JAPAN,MARUY US Equity,248.68,1939012.3784615383,83270565.3968254,XTKS,0.023285687676325793,24.71798
8015 JP Equity,165800.0,ETF,6900580,Toyota Tsusho Corp,2025-09-25,JPY,JAPAN,TYHOY US Equity,14.4975,42428.01446153847,51974940.79365079,XTKS,0.0008163167444477673,27.82858
8031 JP Equity,614000.0,ETF,6597302,Mitsui & Co Ltd,2025-09-25,JPY,JAPAN,MITSY US Equity,510.13,3779825.0676923078,132950738.09523809,XTKS,0.028430267645333893,25.19191
8035 JP Equity,113900.0,ETF,6895675,Tokyo Electron Ltd,2025-09-25,JPY,JAPAN,TOELY US Equity,90.696,14991087.907692308,798076114.2857143,XTKS,0.018784032800066287,185.03438
8053 JP Equity,265000.0,ETF,6858946,Sumitomo Corp,2025-09-25,JPY,JAPAN,SSUMY US Equity,29.43,1844852.56,66711249.84126984,XTKS,0.027654294656292162,29.11021
8058 JP Equity,809300.0,ETF,6596785,Mitsubishi Corp,2025-09-25,JPY,JAPAN,MTSUY US Equity,24.22,2170544.9430769235,209129665.07936507,XTKS,0.010378943332851406,23.78346
8069 TT Equity,213000.0,ETF,6744283,E Ink Holdings Inc,2025-09-25,TWD,TAIWAN,,,,47419475.97014926,ROCO,,7.73602
8113 JP Equity,285000.0,ETF,6911485,Unicharm Corp,2025-09-25,JPY,JAPAN,UNICY US Equity,3.225,2591069.503076923,44910038.73015873,XTKS,0.05769466195843927,6.50557
8136 JP Equity,47200.0,ETF,6776349,Sanrio Co Ltd,2025-09-25,JPY,JAPAN,SNROY US Equity,24.975,16171.172999999999,868534649.2063493,XTKS,1.861891522091481e-05,47.40004
823 HK Equity,611760.0,ETF,B0PB4M7,Link REIT,2025-09-25,HKD,HONG KONG,,,,48462899.54545455,XHKG,,5.08873
8267 JP Equity,554800.0,ETF,6480048,Aeon Co Ltd,2025-09-25,JPY,JAPAN,AONNY US Equity,12.22,429870.7472307693,101059962.06349206,XTKS,0.004253620706494014,12.15206
83 HK Equity,988000.0,ETF,6810429,Sino Land Co Ltd,2025-09-25,HKD,HONG KONG,SNLAY US Equity,6.125,12914.64171875,8159573.7272727275,XHKG,0.0015827593634681963,1.25162
8306 JP Equity,2895400.0,ETF,6335171,Mitsubishi UFJ Financial Group,2025-09-25,JPY,JAPAN,MUFG US Equity,15.86,51059142.307692304,601594112.6984127,XTKS,0.0848730751015327,15.84006
8308 JP Equity,517800.0,ETF,6421553,Resona Holdings Inc,2025-09-25,JPY,JAPAN,RSHGY US Equity,20.7501,469117.7907692308,79194550.47619048,XTKS,0.005923612015580153,10.43989
8309 JP Equity,165216.0,ETF,6431897,Sumitomo Mitsui Trust Group In,2025-09-25,JPY,JAPAN,SUTNY US Equity,5.862,488257.383076923,59528203.809523806,XTKS,0.008202118522494502,28.82985
8316 JP Equity,918800.0,ETF,6563024,Sumitomo Mitsui Financial Grou,2025-09-25,JPY,JAPAN,SMFG US Equity,16.8535,32671995.846153848,327993671.4285714,XTKS,0.09961166538321142,28.18236
8331 JP Equity,122000.0,ETF,6190563,Chiba Bank Ltd/The,2025-09-25,JPY,JAPAN,CHBAY US Equity,52.85,52697.11106382978,21325497.61904762,XTKS,0.0024710847083240627,10.51332
836 HK Equity,612000.0,ETF,6711566,China Resources Power Holdings,2025-09-25,HKD,HONG KONG,CRPJY US Equity,37.675,4225.259375,39245082.72727273,XHKG,0.00010766340854375941,2.25909
8411 JP Equity,628290.0,ETF,6591014,Mizuho Financial Group Inc,2025-09-25,JPY,JAPAN,MFG US Equity,6.745,16734459.353846153,296235611.1111111,XTKS,0.056490370253188246,33.84287
8464 TT Equity,46000.0,ETF,BSZLN15,Nien Made Enterprise Co Ltd,2025-09-25,TWD,TAIWAN,,,,9605906.253731344,XTAI,,14.27304
8473 JP Equity,76130.0,ETF,6309466,SBI Holdings Inc,2025-09-25,JPY,JAPAN,,,,157264896.19047618,XTKS,,43.20806
857 HK Equity,5228000.0,ETF,6226576,PetroChina Co Ltd,2025-09-25,HKD,CHINA,,,,92006670.15151516,XHKG,,0.9098
8591 JP Equity,294900.0,ETF,6661144,ORIX Corp,2025-09-25,JPY,JAPAN,IX US Equity,26.6095,3980811.4307692307,71131146.82539682,XTKS,0.05596439265264191,26.46018
